scan_id,pattern,type,current_scanGroupId,carrier,carrierId,current_scan_group,proposed_scan_group,scanGroupId
processed at depot-Hermes UK-Arrival at delivery depot,processed at depot,RegEx,778872ee-9dcf-4522-9998-26e6e06d38ff,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Arrival at delivery depot,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
processed at hermes hub-Hermes UK-Arrival at delivery depot,processed at hermes hub,RegEx,778872ee-9dcf-4522-9998-26e6e06d38ff,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Arrival at delivery depot,Hub scan,014385bb-d863-489b-8f36-f266909a3b98
receipt at hub-Hermes UK-Arrival at delivery depot,receipt at hub,RegEx,778872ee-9dcf-4522-9998-26e6e06d38ff,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Arrival at delivery depot,Hub scan,014385bb-d863-489b-8f36-f266909a3b98
received at hermes hub-Hermes UK-Arrival at delivery depot,received at hermes hub,RegEx,778872ee-9dcf-4522-9998-26e6e06d38ff,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Arrival at delivery depot,Hub scan,014385bb-d863-489b-8f36-f266909a3b98
van held locker access problem-Hermes UK-Unable to deliver to pick-up point - Re-attempt on the next business day,van held locker access problem,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
recovered by net buster-Hermes UK-Investigation closed,recovered by net buster,RegEx,ae59ed93-f90d-4463-9bdb-44a169477b58,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Investigation closed,Shipment located and en route to destination,3b062e72-8d71-4498-99ed-d9aa45306016
we couldn t deliver today due to a transport incident we ll update tracking for your parcel soon-Hermes UK-Carrier error delayed delivery,we couldn t deliver today due to a transport incident we ll update tracking for your parcel soon,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Carrier error delayed delivery,Delivery delayed due to a traffic related issue,d85cc369-31bf-43aa-9329-ab420060f618
delivery preference specified-Hermes UK-Requested instructions received,delivery preference specified,RegEx,ef214afd-cf13-4824-b611-2b01018148a0,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Requested instructions received,New instructions received - We updated the delivery information for your package,0b6f2e65-c1a7-4b3d-90da-de65f31b6160
new parcel label created-Hermes UK-Warehouse Scan,new parcel label created,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Warehouse Scan,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
pre advice loaded-Hermes UK-Shipment manifested,pre advice loaded,RegEx,fab7a1ed-c7e2-42bf-852b-0c7f3d2038b3,Hermes UK,6e28e500-05f1-4745-9878-e4952ac9afeb,Shipment manifested,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
the information requested has been obtained and the hold has been resolved-UPS UK-Requested instructions received,the information requested has been obtained and the hold has been resolved,RegEx,ef214afd-cf13-4824-b611-2b01018148a0,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Requested instructions received,Documents or info requested has now been received and submitted to the regulatory agency for clearance,28f0485e-d196-4631-966e-a11cb6530442
package not picked up at retail location returned to shipper-UPS UK-Shipment returned or being returned to sender,package not picked up at retail location returned to shipper,RegEx,a319d767-1440-4bae-8fc9-3560e4c50a9b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment returned or being returned to sender,Shipment not collected by receiver from pick-up point and will be returned to sender,fd89460e-af3b-49eb-805e-63bf96db9489
we re attempting to get further instructions and may return the shipment-UPS UK-Trying to contact receiver,we re attempting to get further instructions and may return the shipment,RegEx,6304c807-f86e-415c-a4b8-bd033fbe68b7,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Trying to contact receiver,Awaiting further instructions,c5112a6b-1b24-44e2-a931-2e91c0650601
"a government agency has requested a re evaluation of the invoiced package value-UPS UK-Due to commodity or weight, your package is being held to verify value.",a government agency has requested a re evaluation of the invoiced package value,RegEx,e4f3df0c-b4df-45c8-b441-b3d1c235d7d1,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,"Due to commodity or weight, your package is being held to verify value.",Shipment is held due to unrealistic value,617f7ef7-9c07-40b8-aaf7-59782380955d
"clearing agency is requiring an invoice comparison to the items being shipped-UPS UK-Due to commodity or weight, your package is being held to verify value.",clearing agency is requiring an invoice comparison to the items being shipped,RegEx,e4f3df0c-b4df-45c8-b441-b3d1c235d7d1,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,"Due to commodity or weight, your package is being held to verify value.",Importer disputes the value or other information on invoice; shipment held to verify accuracy with shipper,06c040aa-646b-4172-9d61-6acff8a0369c
"customs is requiring an invoice comparison to the items being shipped-UPS UK-Due to commodity or weight, your package is being held to verify value.",customs is requiring an invoice comparison to the items being shipped,RegEx,e4f3df0c-b4df-45c8-b441-b3d1c235d7d1,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,"Due to commodity or weight, your package is being held to verify value.",Importer disputes the value or other information on invoice; shipment held to verify accuracy with shipper,06c040aa-646b-4172-9d61-6acff8a0369c
unable to deliver to ups access point will reattempt delivery to ups access point on the next business day-UPS UK-Unable to deliver to pick-up point - Re-attempt on the next business day,unable to deliver to ups access point will reattempt delivery to ups access point on the next business day,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
the value is missing on the invoice and is required for clearance-UPS UK-Incorrect currency on the invoice,the value is missing on the invoice and is required for clearance,RegEx,ab454223-1cc5-4f32-8b5e-40741743367e,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Incorrect currency on the invoice,The shipment value or currency is missing from the invoice and is required for clearance. ,bb0f2c48-c5f0-43ee-bb78-0b6dfd1e6c10
the shipment value is missing from the invoice and is required for clearance we re working to obtain this information-UPS UK-Incorrect currency on the invoice,the shipment value is missing from the invoice and is required for clearance we re working to obtain this information,RegEx,ab454223-1cc5-4f32-8b5e-40741743367e,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Incorrect currency on the invoice,The shipment value or currency is missing from the invoice and is required for clearance. ,bb0f2c48-c5f0-43ee-bb78-0b6dfd1e6c10
the customer must provide the unique customs identification number before the shipment can be released-UPS UK-Additional information required for customs clearance,the customer must provide the unique customs identification number before the shipment can be released,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,The recipient must provide their unique customs ID number for customs clearance,c743474a-6778-4f87-9ff6-c1d5fb41f51e
transit or bond documentation is missing and is required for clearance we are working to obtain this information-UPS UK-Missing Certificate of Origin,transit or bond documentation is missing and is required for clearance we are working to obtain this information,RegEx,f089686e-6113-48f0-94f6-18c3360925a1,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Missing Certificate of Origin,Transit or bond documentation is missing and is required for clearance. We are working to obtain this information,ca2f3476-d53c-4e44-b361-9915968e77bf
importer disputes the value or other information on invoice shipment held to verify accuracy with shipper-UPS UK-The country of origin is required on the invoice before the shipment can be released,importer disputes the value or other information on invoice shipment held to verify accuracy with shipper,RegEx,0d85f9ff-275a-4f7a-9a47-700b4a63ecf0,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,The country of origin is required on the invoice before the shipment can be released,Importer disputes the value or other information on invoice; shipment held to verify accuracy with shipper,06c040aa-646b-4172-9d61-6acff8a0369c
merchandise missing balance is being delivered ups will notify the sender with details of the damage-UPS UK-Damaged contents to be discarded,merchandise missing balance is being delivered ups will notify the sender with details of the damage,RegEx,f74bbe55-eab8-433c-bfce-9fcbe46bb26d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Damaged contents to be discarded,Some merchandise missing or discarded as damaged,f7ef227a-2c2b-4fb2-a2df-7744e835fe36
a mechanical failure has caused a delay we will update the delivery date as soon as possible-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,a mechanical failure has caused a delay we will update the delivery date as soon as possible,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to mechanical failure,3a2455f1-6023-4aa8-a476-4277771824fa
the maximum days to hold the package at the ups access point location expired the package will be returned-UPS UK-Shipment cannot be held any longer,the maximum days to hold the package at the ups access point location expired the package will be returned,RegEx,c43e8de0-d0c7-41cb-b749-0658e647aa8a,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment cannot be held any longer,Shipment not collected by receiver from pick-up point and will be returned to sender,fd89460e-af3b-49eb-805e-63bf96db9489
post office box address ups is attempting to obtain an address to which delivery can be made not delivered-UPS UK-Shipment is held due to unrealistic value,post office box address ups is attempting to obtain an address to which delivery can be made not delivered,RegEx,617f7ef7-9c07-40b8-aaf7-59782380955d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment is held due to unrealistic value,Carrier is unable to deliver to the PO Box address and is attempting to locate an alternative address,cabd1ecd-a9af-41b9-813e-78fd02c44d3d
package not eligible for ups access point delivery will re attempt delivery at the original address-UPS UK-Unable to deliver to pick-up point - Re-attempt delivery to the receiver's address,package not eligible for ups access point delivery will re attempt delivery at the original address,RegEx,231879d7-3789-4583-9bf0-022fe5aa6c18,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt delivery to the receiver's address,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
delivery to ups access point unsuccessful a second attempt at the receiver s address will be made-UPS UK-Unable to deliver to pick-up point - Re-attempt delivery to the receiver's address,delivery to ups access point unsuccessful a second attempt at the receiver s address will be made,RegEx,231879d7-3789-4583-9bf0-022fe5aa6c18,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt delivery to the receiver's address,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
delivery to ups access point location was unsuccessful we will make a second attempt at the receiver s address-UPS UK-Unable to deliver to pick-up point - Re-attempt delivery to the receiver's address,delivery to ups access point location was unsuccessful we will make a second attempt at the receiver s address,RegEx,231879d7-3789-4583-9bf0-022fe5aa6c18,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt delivery to the receiver's address,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
merchandise left with receiver ups will notify the sender with details of the damage-UPS UK-Shipment delivered with possible damage,merchandise left with receiver ups will notify the sender with details of the damage,RegEx,8585cc1a-d66b-48d4-b400-98adfd6ec789,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment delivered with possible damage,Delivered damaged,66c6ca0c-ee9b-4cd7-b439-5752dd05ebb1
ups prohibits air transport of this hazardous material-UPS UK-Shipment on hold due to restricted items,ups prohibits air transport of this hazardous material,RegEx,7a674ef1-16cd-49c7-947a-fee0deb8725d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment on hold due to restricted items,Shipment refused due to hazardous goods,171a3cc6-9bb5-4348-943c-0ee29ce9a2a6
the service selected is not available to the destination address-UPS UK-We are awaiting 'return to sender' authorisation,the service selected is not available to the destination address,RegEx,feb1032d-11f4-41a1-ae62-f6ecf9c0cf86,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,We are awaiting 'return to sender' authorisation,Service not available for this location and will be changed,498073f9-9119-4e73-a93d-99a3586ea132
downgraded forwarded to consignee selected service is not available-UPS UK-We are awaiting 'return to sender' authorisation,downgraded forwarded to consignee selected service is not available,RegEx,feb1032d-11f4-41a1-ae62-f6ecf9c0cf86,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,We are awaiting 'return to sender' authorisation,Service not available for this location and will be changed,498073f9-9119-4e73-a93d-99a3586ea132
the service has been changed and the delivery is being rescheduled-UPS UK-We are awaiting 'return to sender' authorisation,the service has been changed and the delivery is being rescheduled,RegEx,feb1032d-11f4-41a1-ae62-f6ecf9c0cf86,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,We are awaiting 'return to sender' authorisation,Delivery rescheduled,4baae71a-4579-4fed-860a-05da3b13ddc9
undeliverable international shipment ups is obtaining further instructions or approval for return shipment-UPS UK-We are awaiting 'return to sender' authorisation,undeliverable international shipment ups is obtaining further instructions or approval for return shipment,RegEx,feb1032d-11f4-41a1-ae62-f6ecf9c0cf86,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,We are awaiting 'return to sender' authorisation,Awaiting further instructions,c5112a6b-1b24-44e2-a931-2e91c0650601
the business was closed today a delivery attempt will be made on the next business day-UPS UK-Shipment cannot be held any longer to pick-up location,the business was closed today a delivery attempt will be made on the next business day,RegEx,ddde0dd5-a185-4060-b12e-e390d8ab062c,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment cannot be held any longer to pick-up location,Delivery scheduled for next business day,ee46b1a3-4ee8-4a98-8c25-ab08efbfe00a
customs form for personal belongings required from receiver-UPS UK-Additional information required for customs clearance,customs form for personal belongings required from receiver,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,Personal affects form required for customs clearance,c81aa907-940d-4929-af1f-439db72b4865
customs form for personal belongings required from receiver-UPS UK-Additional information required for customs clearance,customs form for personal belongings required from receiver,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,Personal affects form required for customs clearance,20c828db-d27a-42a9-8c50-8ee2c1d7a7ba
late trailer-UPS UK-Carrier error delayed delivery,late trailer,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,A late trailer arrival has delayed delivery - Delivery may be delayed by 24 hours,1330f9fc-43ae-482a-b896-7a976d952b97
a late ups trailer arrival has delayed delivery we re adjusting plans to deliver your package as quickly as possible-UPS UK-Carrier error delayed delivery,a late ups trailer arrival has delayed delivery we re adjusting plans to deliver your package as quickly as possible,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,A late trailer arrival has delayed delivery - Delivery may be delayed by 24 hours,1330f9fc-43ae-482a-b896-7a976d952b97
we attempted to deliver your package however we were unable to collect the funds required to complete delivery-UPS UK-1st delivery attempt. Unable to collect tax payment.,we attempted to deliver your package however we were unable to collect the funds required to complete delivery,RegEx,91a79d19-a887-4125-bf15-0969503ae985,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,1st delivery attempt. Unable to collect tax payment.,Delivery attempted. Unable to collect tax payment.,a237ccee-ba2a-4cc9-a13f-ec20ca3fd4d5
ups contacted the receiver-UPS UK-Information needed from the receiver,ups contacted the receiver,RegEx,2f774d6e-b42b-425d-9d7d-e260e978de9e,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Information needed from the receiver,Carrier to contact sender or receiver,7a5b24ed-fd04-44e5-813d-f94d49d07f91
package data processed by brokerage waiting for clearance-UPS UK-Customs clearance in progress,package data processed by brokerage waiting for clearance,RegEx,4796f4a2-c081-41d0-82fe-d8a982078677,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance in progress,Processed for clearance,683e4758-4d70-4c2e-98a3-43fa1e270a93
the retailer has prepared the package for return to ups-UPS UK-Shipment dropped off awaiting carrier collection,the retailer has prepared the package for return to ups,RegEx,bfea056c-8daf-4846-894b-f0e79240cf9e,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment dropped off awaiting carrier collection,Shipment to be returned,5ea46330-cc6d-4f62-b891-7e347342f3dd
the receiver chose to keep the package-UPS UK-Delivered,the receiver chose to keep the package,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivered,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
updated arrival-UPS UK-Warehouse Scan,updated arrival,RegEx,6c58c5e3-ac1b-4278-a29e-3d8b88034a71,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Warehouse Scan,Arrival scan,8dcc418e-4470-47b2-a439-6e2c517a7546
released by clearing agency now in transit for delivery-UPS UK-In Transit,released by clearing agency now in transit for delivery,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,Released by customs. Clearance complete.,8a6f5bab-4a6d-46fc-8d5c-33eb00e367b1
released by clearing agency now in transit-UPS UK-In Transit,released by clearing agency now in transit,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,Released by customs. Clearance complete.,8a6f5bab-4a6d-46fc-8d5c-33eb00e367b1
ups access point location unable to accept package another attempt will be made to ups access point location-UPS UK-Unable to deliver to pick-up point - Re-attempt on the next business day,ups access point location unable to accept package another attempt will be made to ups access point location,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
will call pickup must be made within 5 business days-UPS UK-Receiver to pick up shipment,will call pickup must be made within 5 business days,RegEx,16ccd96a-db97-48d3-a2aa-95bdb0b85613,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Receiver to pick up shipment,Package needs to be collected within 5 business days,1510f0db-9ff0-4b60-8acc-4ab8f1bf0874
the package is being held for a future delivery date-UPS UK-Package on hold for delivery,the package is being held for a future delivery date,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
we re unable to deliver your package on schedule-UPS UK-Carrier error delayed delivery,we re unable to deliver your package on schedule,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
as requested by the sender the package is being returned contact the sender for additional information-UPS UK-Return of the package requested,as requested by the sender the package is being returned contact the sender for additional information,RegEx,e2dfa742-6a87-4e30-97a6-eafec17c2edf,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Return of the package requested,Shipment to be returned,5ea46330-cc6d-4f62-b891-7e347342f3dd
customs is requesting clarification on invoice documentation sender or importer validation is required before release-UPS UK-Shipment is held to verify commodity description for correct classification,customs is requesting clarification on invoice documentation sender or importer validation is required before release,RegEx,756b914a-2d36-4de9-87b2-588443c88916,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment is held to verify commodity description for correct classification,Additional information required for customs clearance,e21a9237-0517-450e-9ccb-53c87df229f9
customs is requesting clarification on invoice documentation sender or importer validation is required before release-UPS UK-Shipment is held to verify commodity description for correct classification,customs is requesting clarification on invoice documentation sender or importer validation is required before release,RegEx,756b914a-2d36-4de9-87b2-588443c88916,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment is held to verify commodity description for correct classification,Additional information required for customs clearance,e21a9237-0517-450e-9ccb-53c87df229f9
the receiver arranged to pick up the package at a ups facility pickup must be made within 5 business days-UPS UK-Receiver to pick up shipment,the receiver arranged to pick up the package at a ups facility pickup must be made within 5 business days,RegEx,16ccd96a-db97-48d3-a2aa-95bdb0b85613,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Receiver to pick up shipment,Package needs to be collected within 5 business days,1510f0db-9ff0-4b60-8acc-4ab8f1bf0874
your package will be held at a warehouse until it is released by the clearance agency-UPS UK-Awaiting release from customs,your package will be held at a warehouse until it is released by the clearance agency,RegEx,242a0d42-f28c-41ca-8c57-c3bf000812a8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Awaiting release from customs,Shipment on hold,1bd2ae08-39db-4489-a573-5ba5281922a6
the package has been damaged and the sender will be notified the undamaged portion has been returned to the sender-UPS UK-Damaged package being returned,the package has been damaged and the sender will be notified the undamaged portion has been returned to the sender,RegEx,54e6dd7d-974e-4b3d-ba76-a2dee34f970d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Damaged package being returned,Contents damaged and balance being returned,8af1aaaa-7cb5-4ba1-b340-7bd61b485b16
we were unable to deliver to the ups access point location-UPS UK-Unable to deliver to pick-up point - Re-attempt on the next business day,we were unable to deliver to the ups access point location,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
we ve confirmed arrangements-UPS UK-Unable to contact receiver,we ve confirmed arrangements,RegEx,305edab0-4c35-4bd1-85c6-1f991389ccbb,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to contact receiver,New instructions received - We updated the delivery information for your package,0b6f2e65-c1a7-4b3d-90da-de65f31b6160
we ve submitted documentation to a government agency and are awaiting a response-UPS UK-Clearance has been delayed by customs or other government agency,we ve submitted documentation to a government agency and are awaiting a response,RegEx,e88ff616-6014-4117-9c92-de79a974709f,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Clearance has been delayed by customs or other government agency,Awaiting release from customs,242a0d42-f28c-41ca-8c57-c3bf000812a8
modification of the receiver s address-UPS UK-Rescheduled delivery due to updated address,modification of the receiver s address,RegEx,f77abb6a-14d1-485f-91b6-71ed3e096044,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Rescheduled delivery due to updated address,Change of delivery address,a2d95bb0-21b2-43f1-aaa3-3c6cf6367765
the receiver has requested a delayed delivery-UPS UK-Package on hold for delivery,the receiver has requested a delayed delivery,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Request to reschedule delivery,399c081b-ae68-4372-9034-172fcc2619f3
the service selected is not available to this destination address this has delayed delivery-UPS UK-Trying to contact receiver,the service selected is not available to this destination address this has delayed delivery,RegEx,6304c807-f86e-415c-a4b8-bd033fbe68b7,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Trying to contact receiver,Service not available for this location and will be changed,498073f9-9119-4e73-a93d-99a3586ea132
we ve modified the requested change of delivery for your package-UPS UK-Delivery rescheduled,we ve modified the requested change of delivery for your package,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery rescheduled,New instructions received - We updated the delivery information for your package,0b6f2e65-c1a7-4b3d-90da-de65f31b6160
the package is delayed due to a eurotunnel traffic disruption we are adjusting delivery plans as quickly as possible-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,the package is delayed due to a eurotunnel traffic disruption we are adjusting delivery plans as quickly as possible,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delivery delayed due to a traffic related issue,d85cc369-31bf-43aa-9329-ab420060f618
your package cannot be delivered to a p o box we re attempting to obtain an alternate delivery address-UPS UK-Shipment is held to verify commodity description for correct classification,your package cannot be delivered to a p o box we re attempting to obtain an alternate delivery address,RegEx,756b914a-2d36-4de9-87b2-588443c88916,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment is held to verify commodity description for correct classification,Carrier is unable to deliver to the PO Box address and is attempting to locate an alternative address,cabd1ecd-a9af-41b9-813e-78fd02c44d3d
your package may be delayed we are adjusting delivery plans as quickly as possible-UPS UK-Carrier error delayed delivery,your package may be delayed we are adjusting delivery plans as quickly as possible,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,We're working to deliver the package as soon as possible,13851f9c-c7cf-4ef7-9281-98c5068ff0ad
additional information is needed from the importer to provide duty relief for shipment repaired at origin-UPS UK-The returned package requires an export invoice for duty relief,additional information is needed from the importer to provide duty relief for shipment repaired at origin,RegEx,3d3bb87b-f197-407b-b7cc-cd33835f135d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,The returned package requires an export invoice for duty relief,Additional information required for customs clearance,e21a9237-0517-450e-9ccb-53c87df229f9
additional information is needed from the importer to provide duty relief for shipment repaired at origin-UPS UK-The returned package requires an export invoice for duty relief,additional information is needed from the importer to provide duty relief for shipment repaired at origin,RegEx,3d3bb87b-f197-407b-b7cc-cd33835f135d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,The returned package requires an export invoice for duty relief,Additional information required for customs clearance,e21a9237-0517-450e-9ccb-53c87df229f9
arrived at facility-UPS UK-In Transit,arrived at facility,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,Arrival scan,8dcc418e-4470-47b2-a439-6e2c517a7546
documentation for personal belongings is missing and is required from the receiver-UPS UK-Additional information required for customs clearance,documentation for personal belongings is missing and is required from the receiver,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,Personal affects form required for customs clearance,c81aa907-940d-4929-af1f-439db72b4865
documentation for personal belongings is missing and is required from the receiver-UPS UK-Additional information required for customs clearance,documentation for personal belongings is missing and is required from the receiver,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,Personal affects form required for customs clearance,20c828db-d27a-42a9-8c50-8ee2c1d7a7ba
a hazardous materials irregularity occurred with this package we ll contact the sender with additional information-UPS UK-Shipment on hold due to restricted items,a hazardous materials irregularity occurred with this package we ll contact the sender with additional information,RegEx,7a674ef1-16cd-49c7-947a-fee0deb8725d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment on hold due to restricted items,Shipment contains hazardous material,1555d69f-6100-404f-a807-fa3702bf776b
the receiving business was closed and delivery has been rescheduled for the next business day-UPS UK-Delivery attempted. Receiver not available for delivery,the receiving business was closed and delivery has been rescheduled for the next business day,RegEx,1c7ea3b8-dbe6-49d6-98e1-7b80b227e269,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery attempted. Receiver not available for delivery,Delivery attempted. Receiver not available for delivery. Delivery rescheduled for next business day.,da4e6203-9784-442c-b6af-204ca9af6517
we were unable to dispatch the trailer on time this may cause a delay-UPS UK-Carrier error delayed delivery,we were unable to dispatch the trailer on time this may cause a delay,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,A late trailer arrival has delayed delivery - Delivery may be delayed by 24 hours,1330f9fc-43ae-482a-b896-7a976d952b97
