carrierId,carrier,pattern,proposed_scan_group,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the receiver requested this package to be held for pickup at the ups facility,Receiver to pick up shipment,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,exception resolved,Shipment exception - Corrective action underway,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,facility check in,In Transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by dr florian stellmacher,Driver release - Delivered to a safe place,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,scheduled for delivery today,To be delivered today,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,/ the information requested has been obtained and the hold has been resolved,In Transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for sun 16 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms notification sent,Delivery rescheduled,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the package will be returned to the sender,Returned to sender,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,dropped off at fedex onsite vons,Shipment dropped off awaiting carrier collection,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by annika haas,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request deliver to neighbour made for mon 24 april 2023 delivery to neighbour acknowledgement sms notification sent,Delivery to alternative address requested,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,we have this parcel we ll get it on its way once the parcel information has been sent to hermes,In Transit,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,dropped off at fedex onsite dollar general,Shipment dropped off awaiting carrier collection,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1434,Labelling error by sender,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the receiver requested ups my choice authorize shipment release,Internal activity scan,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by wajiha noor malik,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by den boer markus,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,import charges reminder sent,Held awaiting tax payment by the receiver,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for thu 06 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,Delivery rescheduled,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,contents checked during hub sort,Security Inspection completed,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address,Delivery to alternative address requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop budni friedrichshain requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop romulco tweewielers requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop viatim a b requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request new address made for thu 11 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,Delivery rescheduled,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the receiver was not available for delivery we ll make a second attempt the next business day,1st of 3 Delivery attempts. Receiver not available,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,ups will deliver your ups surepost package instead of the post office,not_clear,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,dropped off at fedex authorized shipcenter nobleton expres mart,Shipment dropped off awaiting carrier collection,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop diska oschatz requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop vatantel requested,Delivery to pick-up point requested,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we re sorry this package has experienced a sortation delay the package has been rerouted to the correct destination,Transit delay,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,driver not del no preadvice,not_clear,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,not delivered,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop b k food wine requested not home sms not home e mail notification sent,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver door access code required,Delivery attempted. Security access needed for delivery.,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,a delay has occurred due to late processing by ups brokerage we are adjusting delivery plans as quickly as possible,Delay due to operational reasons,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by gohlke thomas,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,held in trailer from hub trailer 1953,Shipment on hold,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the receiver doesn t accept c o d s and refused the delivery we ll contact the sender about this delivery attempt,Delivery attempted. Unable to collect tax payment.,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,sort at internal chute,In Transit,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,786,Delivery refused,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,unable to contact customer at primary number,Unable to contact receiver,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,your package has been removed from a climate controlled environment,new_,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop nur design requested,Delivery to pick-up point requested,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,this delivery was made after the ups service commitment time of 10 30 a m,new_service guarantee failure or similar,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,we have upgraded the package as requested by the receiver,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by evm 68,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,off loaded,In Transit,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for thu 17 october 2024 between 08 00 and 12 00 upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,a new tracking number was assigned to this package use the new tracking number for status updates,New tracking number assigned to the package,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,weigh and dimension,not_clear,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,hazardous materials labeling is missing and is required for clearance we are working to obtain this information,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery refused by jesus using saturn,Delivery refused,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,imported by international gateway from dpd group import arrived sms notification sent,new_notifaction,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the receiver does not want the product and refused the delivery,Delivery refused,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop lotto totto kiosk requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for fri 18 october 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for fri 30 august 2024 between 07 00 and 22 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for tue 23 april 2024 between 09 00 and 12 00,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver damaged,Package damaged - On hold,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1054,Insufficient packaging. Corrective actions underway,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,700,not_clear,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the package was given to ups after the cutoff time and the delivery date may be impacted,Sender tendered the shipment to Carrier after the latest pick-up time for the requested service. A one day delay is likely,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,there was a modification to the recovery intercept on this package,Internal activity scan,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop not possible collect from pickup apology e mail notification sent,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request new address made for mon 26 june 2023 alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delivered left at back door package delivered to recipient address release authorized,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,import charges paid,Tax payment received,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,we ve incorrectly sorted this package which may cause a delay,Carrier misrouted the shipment - Corrective action underway,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,en oficina local de fedex,In Transit,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,shipment stopped,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,1 parcels collected on delivery,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by handyhaus,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by kindermann wolfgang,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by swiss paket,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by sylwia gwardys,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery refused by danthony using saturn,Delivery refused,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop awg mode center requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop gordijn wereld requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop king candy schwerin requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop pieterse mode textiel requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop sahin sahin gbr requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop top1toys drachten requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop wow nails nijmegen requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver recipient absent by mike,Delivery attempted. Receiver not available for delivery,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver recipient on holiday,Delivery attempted. Receiver not available for delivery,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver refused by recipient by elms,Delivery refused,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,the parcel is too large for the locker we re now returning the parcel back to you,Shipment to be returned,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by stummer,Delivered to alternative address,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery instructions provided instruction please can you delivery it by 1pm as its needed for a event in the evening and they need to leave by 2pm,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup point after unsuccessful delivery attempt not home by dawnbreed records jeff,Delivery attempted. Receiver not available for delivery. Shipment to be delivered to a nearby pick-up point.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop optique malesherbes requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop primeur saint clement requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop super u express requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,missing or incorrect delivery data,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,picked up by consumer by dawnbreed records,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,picked up by consumer by ramio fernandez gonzalez,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,picked up by consumer by rib,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request leave in safe place made for thu 09 march 2023 safe place acknowledgement sms safe place acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request leave in safe place made for tue 28 march 2023 safe place acknowledgement sms safe place acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request new address made for fri 10 march 2023 alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request new address made for fri 31 march 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redirected to depot shipment delayed sms shipment delayed e mail notification sent,Transit delay,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,reminder sms confirmed as received,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver address query by barry emons,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delivered left at office/leasing,Delivered,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,764,not_clear,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,a work stoppage at the receiver s location has prevented delivery,Delay due to industrial action,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by burn,Delivery to alternative address requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by buur v,Delivery to alternative address requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by milop,Delivered to alternative address,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by tol f,Delivered to alternative address,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by schmitt,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by argirov gillmeister dimitar mark,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by dÃƒÂ£ rner michael,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by lamm mario,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by seli gmbh a technik,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by soppa bruno,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop carrefour market drive requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop franprix requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop harryÃƒÂ¢ s getrÃƒÂ£ nkeecke requested,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop hyper u multimedia billetterie requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop lÃƒÂ¢ amiral requested,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop la poste carrepro montrouge requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop mon animalerie requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop not possible pickup delay e mail notification sent,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop premier wharf road requested not home e mail notification sent,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop rapid pare brise monkey requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,picked up by consumer by ms sabrina mirza,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,postcode error redirected,Carrier misrouted the shipment - Corrective action underway,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for sat 15 june 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver refused by recipient by dpd,Delivery refused,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,image available,Internal activity scan,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,missort,Carrier misrouted the shipment - Corrective action underway,,,,
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,delivered left in mail room package delivered to recipient address release authorized,Delivered,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,we ve requested a modified intercept for this package,Internal activity scan,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,your ups surepost package was transferred to the wrong post office it is being corrected,Carrier misrouted the shipment - Corrective action underway,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by a de jong,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by prebeck kathrin,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup point after unsuccessful delivery attempt not home by i4light,Delivery attempted. Receiver not available for delivery. Shipment to be delivered to a nearby pick-up point.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,held in trailer from hub trailer 2960,Shipment on hold,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,picked up by consumer by i4light,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request new address made for mon 30 january 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request service upgrade made for fri 23 august 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent,New instructions received - We updated the delivery information for your package,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the receiver refused the delivery ups will contact the sender for further instructions,Delivery refused,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,parcel delayed 24hrs at the hub,Transit delay,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,a guaranteed service refund has been voided for this package,Internal activity scan,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the address has been corrected,Change of delivery address,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the receiver has agreed to accept the delivery charges,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by jacqueline jokic,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by stock sebastian,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop droguerie g dubouloz requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop toeter gadgets requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request leave in safe place made for fri 16 june 2023 safe place acknowledgement sms notification sent,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,redelivery request new address made for fri 26 may 2023,New instructions received - We updated the delivery information for your package,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,awaiting marshall,not_clear,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,return has been processed at the hermes depot and will be with the retailer shortly,In Transit,,,,
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,destroyed/disposal,Parcel disposed of,,,,
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,1514,Return of the package requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by evgenia grishina,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup point after unsuccessful delivery attempt not home by michelle cooper jrkxjx,Delivery to pick-up point pending,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop la tabatiere requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop max shop almelo requested,Delivery to pick-up point requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,picked up by consumer by michelle,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,unable to deliver recipient absent by n owen,Delivery attempted. Receiver not available for delivery,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,other driver follow up,not_clear,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the receiver requested the package be rerouted to an alternate location for customer pickup,Delivery to pick-up point requested,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the street suffix is incorrect this may delay delivery we re attempting to update the address,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivery to dpd pickup shop moreton in marsh post office requested not home sms not home e mail notification sent,Delivery to pick-up point requested,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,a delivery change for this package is in progress,Change of delivery address,,,,
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,the information requested has been obtained and the hold has been resolved shipment is now in transit,In Transit,,,,
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,damaged after pshop driver delivery,Package damaged in transit,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,package found,Shipment located and en route to destination,,,,
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,the receiver refused the package that requires a package release code the package will be returned to sender,Delivery refused,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered collected from depot received by ziffitt id photo id passport,Delivered,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by handy vip eyup,Delivery to alternative address requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by hartmann,Delivery to alternative address requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by j sj,Delivery to alternative address requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by kroeber,Delivery to alternative address requested,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered to alternative address received by nr87,Delivered to alternative address,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by acklam stuart,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by grÃƒÂ£ pke steffen,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by mangold florian,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by seethaler florian,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority by strittmatter nicole und oliver,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by adidas ag hzo brenes yolanda gome,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by aichholz marc,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by brÃƒÂ£ ning sarah,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by deser,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by easypaketshop,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by faiza umatul,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by goebber,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by haÃƒÂ£ elmann,not_clear,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by hagedorn benjamin,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by hagen,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by haller,Driver release - Delivered to a safe place,,,,
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,delivered with consignee s authority received by jungermann dominik,Driver release - Delivered to a safe place,,,,
