carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status,normalizedScan_decoded,proposed_sg_gpt_gpt-4o-mini_10,proposed_sg_gpt_gpt-4o-mini
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020203+00:00,OFD Email and SMS Notification between 11:30 - 12:30,ofd email and sms notification between 11 30 12 30,3,Not Matched,ofd email and sms notification between 11 30 12 30,new__new__ofd email and sms notification between 11 30 12 30,new__new__ofd email and sms notification between 11 30 12 30
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020205+00:00,OFD Email and SMS Notification between 12:31 - 13:31,ofd email and sms notification between 12 31 13 31,1,Not Matched,ofd email and sms notification between 12 31 13 31,new__new__ofd email and sms notification between 12 31 13 31,new__new__ofd email and sms notification between 12 31 13 31
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020207+00:00,OFD Email Notification between 09:00 - 13:00,ofd email notification between 09 00 13 00,1,Not Matched,ofd email notification between 09 00 13 00,new__new__ofd email notification between 09 00 13 00,new__new__ofd email notification between 09 00 13 00
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102021+00:00,OFD Email Notification between 09:11 - 10:11,ofd email notification between 09 11 10 11,1,Not Matched,ofd email notification between 09 11 10 11,new__new__ofd email notification between 09 11 10 11,new__new__ofd email notification between 09 11 10 11
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020211+00:00,OFD Email Notification between 09:23 - 10:23,ofd email notification between 09 23 10 23,1,Not Matched,ofd email notification between 09 23 10 23,new__new__ofd email notification between 09 23 10 23,new__new__ofd email notification between 09 23 10 23
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020212+00:00,OFD Email Notification between 09:25 - 11:25,ofd email notification between 09 25 11 25,1,Not Matched,ofd email notification between 09 25 11 25,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020213+00:00,OFD Email Notification between 09:55 - 10:55,ofd email notification between 09 55 10 55,1,Not Matched,ofd email notification between 09 55 10 55,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020214+00:00,OFD Email Notification between 11:21 - 12:21,ofd email notification between 11 21 12 21,2,Not Matched,ofd email notification between 11 21 12 21,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020215+00:00,OFD Email Notification between 12:20 - 13:20,ofd email notification between 12 20 13 20,2,Not Matched,ofd email notification between 12 20 13 20,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020215+00:00,OFD Email Notification between 13:00 - 15:00,ofd email notification between 13 00 15 00,1,Not Matched,ofd email notification between 13 00 15 00,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020216+00:00,OFD Email Notification between 13:04 - 14:04,ofd email notification between 13 04 14 04,1,Not Matched,ofd email notification between 13 04 14 04,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020218+00:00,OFD Email Notification between 13:06 - 14:06,ofd email notification between 13 06 14 06,2,Not Matched,ofd email notification between 13 06 14 06,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020219+00:00,OFD Email Notification between 13:26 - 14:26,ofd email notification between 13 26 14 26,2,Not Matched,ofd email notification between 13 26 14 26,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102022+00:00,OFD Email Notification between 13:54 - 14:54,ofd email notification between 13 54 14 54,1,Not Matched,ofd email notification between 13 54 14 54,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020221+00:00,OFD Email Notification between 16:34 - 17:34,ofd email notification between 16 34 17 34,3,Not Matched,ofd email notification between 16 34 17 34,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020221+00:00,OFD SMS Notification between 08:40 - 09:40,ofd sms notification between 08 40 09 40,1,Not Matched,ofd sms notification between 08 40 09 40,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020222+00:00,OFD SMS Notification between 13:00 - 14:00,ofd sms notification between 13 00 14 00,2,Not Matched,ofd sms notification between 13 00 14 00,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020223+00:00,OFD SMS Notification between 13:00 - 15:00,ofd sms notification between 13 00 15 00,1,Not Matched,ofd sms notification between 13 00 15 00,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020223+00:00,OFD SMS Notification between 13:25 - 14:25,ofd sms notification between 13 25 14 25,3,Not Matched,ofd sms notification between 13 25 14 25,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020229+00:00,Off-loaded,off loaded,20,Not Matched,off loaded,not_clear,not_clear
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020233+00:00,Offshore downgrade - Hazardous Goods,offshore downgrade hazardous goods,196,Not Matched,offshore downgrade hazardous goods,new__new__offshore downgrade hazardous goods,new__new__offshore downgrade hazardous goods
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020235+00:00,Pending Information from Origin Depot,pending information from origin depot,52,Not Matched,pending information from origin depot,new__new__pending information from origin depot,new__new__pending information from origin depot
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020236+00:00,"Picked Up By Consumer, by ANDREW GOUDIE",picked up by consumer by andrew goudie,7,Not Matched,picked up by consumer by andrew goudie,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020237+00:00,"Picked Up By Consumer, by DANIEL MULDER",picked up by consumer by daniel mulder,7,Not Matched,picked up by consumer by daniel mulder,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020238+00:00,"Picked Up By Consumer, by DANNY",picked up by consumer by danny,7,Not Matched,picked up by consumer by danny,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020239+00:00,"Picked Up By Consumer, by DAWNBREED RECORDS",picked up by consumer by dawnbreed records,13,Not Matched,picked up by consumer by dawnbreed records,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102024+00:00,"Picked Up By Consumer, by DREWES TEBBES",picked up by consumer by drewes tebbes,5,Not Matched,picked up by consumer by drewes tebbes,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020241+00:00,"Picked Up By Consumer, by DUCO",picked up by consumer by duco,7,Not Matched,picked up by consumer by duco,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020242+00:00,"Picked Up By Consumer, by EGOROV ARSENY ROMANOVICH",picked up by consumer by egorov arseny romanovich,3,Not Matched,picked up by consumer by egorov arseny romanovich,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020244+00:00,"Picked Up By Consumer, by FRANK K",picked up by consumer by frank k,7,Not Matched,picked up by consumer by frank k,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020246+00:00,"Picked Up By Consumer, by FRANS VAN HEEL",picked up by consumer by frans van heel,7,Not Matched,picked up by consumer by frans van heel,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020247+00:00,"Picked Up By Consumer, by I4LIGHT",picked up by consumer by i4light,11,Not Matched,picked up by consumer by i4light,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020249+00:00,"Picked Up By Consumer, by IVAN VARELA DOMARCO",picked up by consumer by ivan varela domarco,7,Not Matched,picked up by consumer by ivan varela domarco,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102025+00:00,"Picked Up By Consumer, by KERLI PUVI",picked up by consumer by kerli puvi,5,Not Matched,picked up by consumer by kerli puvi,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020251+00:00,"Picked Up By Consumer, by KRUISLAND",picked up by consumer by kruisland,1,Not Matched,picked up by consumer by kruisland,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020252+00:00,"Picked Up By Consumer, by MARCEL ANTHEUNISSE",picked up by consumer by marcel antheunisse,3,Not Matched,picked up by consumer by marcel antheunisse,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020254+00:00,"Picked Up By Consumer, by MATHEW COOPER",picked up by consumer by mathew cooper,7,Not Matched,picked up by consumer by mathew cooper,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020255+00:00,"Picked Up By Consumer, by MICHELLE",picked up by consumer by michelle,9,Not Matched,picked up by consumer by michelle,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020256+00:00,"Picked Up By Consumer, by MS SABRINA MIRZA",picked up by consumer by ms sabrina mirza,12,Not Matched,picked up by consumer by ms sabrina mirza,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020261+00:00,"Picked Up By Consumer, by PIP MENZEL",picked up by consumer by pip menzel,7,Not Matched,picked up by consumer by pip menzel,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020263+00:00,"Picked Up By Consumer, by PRICILJA VEENKAMP",picked up by consumer by pricilja veenkamp,7,Not Matched,picked up by consumer by pricilja veenkamp,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020264+00:00,"Picked Up By Consumer, by RAMIO FERNANDEZ GONZALEZ",picked up by consumer by ramio fernandez gonzalez,13,Not Matched,picked up by consumer by ramio fernandez gonzalez,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020265+00:00,"Picked Up By Consumer, by RIB",picked up by consumer by rib,13,Not Matched,picked up by consumer by rib,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020266+00:00,"Picked Up By Consumer, by TRIX SCHMAL",picked up by consumer by trix schmal,5,Not Matched,picked up by consumer by trix schmal,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020268+00:00,"Picked Up By Consumer, by VAN VEGCHEL",picked up by consumer by van vegchel,6,Not Matched,picked up by consumer by van vegchel,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020269+00:00,"Postcode Error, Redirected",postcode error redirected,12,Not Matched,postcode error redirected,Carrier misrouted the shipment - Corrective action underway,Carrier misrouted the shipment - Corrective action underway
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102027+00:00,Prohibited Goods,prohibited goods,100,Not Matched,prohibited goods,new__new__prohibited goods,new__new__prohibited goods
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020271+00:00,Ready For Collection (Pickup),ready for collection pickup,176,Not Matched,ready for collection pickup,Shipment ready for collection from pick-up point,Shipment ready for collection from pick-up point
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020272+00:00,Ready for collection SMS confirmed as received,ready for collection sms confirmed as received,57,Not Matched,ready for collection sms confirmed as received,Shipment ready for collection from pick-up point,Shipment ready for collection from pick-up point
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020274+00:00,Ready for collection SMS sent successfully,ready for collection sms sent successfully,7,Not Matched,ready for collection sms sent successfully,Shipment ready for collection from pick-up point,Shipment ready for collection from pick-up point
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020275+00:00,"Received At Pickup, by ANDREW GOUDIE",received at pickup by andrew goudie,7,Not Matched,received at pickup by andrew goudie,Delivered,Delivered
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020276+00:00,Receiver Refused to Pay on Delivery,receiver refused to pay on delivery,147,Not Matched,receiver refused to pay on delivery,Delivery refused,Delivery refused
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020278+00:00,"Recipient Absent on Second Delivery Attempt, by COX",recipient absent on second delivery attempt by cox,7,Not Matched,recipient absent on second delivery attempt by cox,Delivery attempted. Receiver not available for delivery,Delivery attempted. Receiver not available for delivery
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020279+00:00,Redelivery request (deliver to neighbour) made for Mon 24 April 2023 Delivery to Neighbour Acknowledgement SMS notification sent,redelivery request deliver to neighbour made for mon 24 april 2023 delivery to neighbour acknowledgement sms notification sent,28,Not Matched,redelivery request deliver to neighbour made for mon 24 april 2023 delivery to neighbour acknowledgement sms notification sent,new__Delivery to neighbour,new__Delivery to neighbour
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020281+00:00,Redelivery request (leave in safe place) made for Fri 16 June 2023 Safe Place Acknowledgement SMS notification sent,redelivery request leave in safe place made for fri 16 june 2023 safe place acknowledgement sms notification sent,10,Not Matched,redelivery request leave in safe place made for fri 16 june 2023 safe place acknowledgement sms notification sent,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020282+00:00,Redelivery request (leave in safe place) made for Thu 09 March 2023 Safe Place Acknowledgement SMS & Safe Place Acknowledgement e-mail notification sent,redelivery request leave in safe place made for thu 09 march 2023 safe place acknowledgement sms safe place acknowledgement e mail notification sent,13,Not Matched,redelivery request leave in safe place made for thu 09 march 2023 safe place acknowledgement sms safe place acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020283+00:00,Redelivery request (leave in safe place) made for Tue 28 March 2023 Safe Place Acknowledgement SMS & Safe Place Acknowledgement e-mail notification sent,redelivery request leave in safe place made for tue 28 march 2023 safe place acknowledgement sms safe place acknowledgement e mail notification sent,13,Not Matched,redelivery request leave in safe place made for tue 28 march 2023 safe place acknowledgement sms safe place acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020286+00:00,Redelivery request (new address) made for Fri 10 March 2023 Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for fri 10 march 2023 alternative address acknowledgement e mail notification sent,13,Not Matched,redelivery request new address made for fri 10 march 2023 alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020287+00:00,Redelivery request (new address) made for Fri 26 May 2023,redelivery request new address made for fri 26 may 2023,10,Not Matched,redelivery request new address made for fri 26 may 2023,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020288+00:00,Redelivery request (new address) made for Fri 31 March 2023 Alternative Address Acknowledgement SMS & Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for fri 31 march 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,13,Not Matched,redelivery request new address made for fri 31 march 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020289+00:00,Redelivery request (new address) made for Mon 26 June 2023 Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for mon 26 june 2023 alternative address acknowledgement e mail notification sent,17,Not Matched,redelivery request new address made for mon 26 june 2023 alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020291+00:00,Redelivery request (new address) made for Mon 30 January 2023 Alternative Address Acknowledgement SMS & Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for mon 30 january 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,11,Not Matched,redelivery request new address made for mon 30 january 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020293+00:00,Redelivery request (new address) made for Thu 11 May 2023 Alternative Address Acknowledgement SMS & Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for thu 11 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,26,Not Matched,redelivery request new address made for thu 11 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020294+00:00,Redelivery request (new address) made for Wed 10 May 2023 Alternative Address Acknowledgement SMS & Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for wed 10 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,168,Not Matched,redelivery request new address made for wed 10 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020296+00:00,Redelivery request (service upgrade) made for Fri 18 October 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for fri 18 october 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,18,Not Matched,redelivery request service upgrade made for fri 18 october 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020297+00:00,Redelivery request (service upgrade) made for Fri 23 August 2024 between 07:00 and 22:00 Upgrade Acknowledgement SMS notification sent,redelivery request service upgrade made for fri 23 august 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent,11,Not Matched,redelivery request service upgrade made for fri 23 august 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020299+00:00,Redelivery request (service upgrade) made for Fri 30 August 2024 between 07:00 and 22:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for fri 30 august 2024 between 07 00 and 22 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,18,Not Matched,redelivery request service upgrade made for fri 30 august 2024 between 07 00 and 22 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.10203+00:00,Redelivery request (service upgrade) made for Sat 01 March 2025 between 08:00 and 12:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 01 march 2025 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,546,Not Matched,redelivery request service upgrade made for sat 01 march 2025 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020302+00:00,Redelivery request (service upgrade) made for Sat 02 March 2024 between 08:00 and 12:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 02 march 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,60,Not Matched,redelivery request service upgrade made for sat 02 march 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020303+00:00,Redelivery request (service upgrade) made for Sat 06 April 2024 between 07:00 and 22:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 06 april 2024 between 07 00 and 22 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,78,Not Matched,redelivery request service upgrade made for sat 06 april 2024 between 07 00 and 22 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020303+00:00,Redelivery request (service upgrade) made for Sat 06 April 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 06 april 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,90,Not Matched,redelivery request service upgrade made for sat 06 april 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020306+00:00,Redelivery request (service upgrade) made for Sat 15 June 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 15 june 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,12,Not Matched,redelivery request service upgrade made for sat 15 june 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020307+00:00,Redelivery request (service upgrade) made for Sat 31 August 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 31 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,82,Not Matched,redelivery request service upgrade made for sat 31 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020308+00:00,Redelivery request (service upgrade) made for Sun 16 June 2024 between 07:00 and 22:00 Upgrade Acknowledgement SMS notification sent,redelivery request service upgrade made for sun 16 june 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent,1874,Not Matched,redelivery request service upgrade made for sun 16 june 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020309+00:00,Redelivery request (service upgrade) made for Sun 16 June 2024 between 08:00 and 12:00 Upgrade Acknowledgement SMS notification sent,redelivery request service upgrade made for sun 16 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms notification sent,30,Not Matched,redelivery request service upgrade made for sun 16 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020311+00:00,Redelivery request (service upgrade) made for Thu 06 June 2024 between 08:00 and 12:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for thu 06 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,27,Not Matched,redelivery request service upgrade made for thu 06 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
