carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383623+00:00,Unauthorized hazardous material identified in package contents,unauthorized hazardous material identified in package contents,61,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384001+00:00,"Delivery refused, as the contact name was not recognised, by SAM",delivery refused as the contact name was not recognised by sam,61,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384086+00:00,Delivery to DPD Pickup Shop not possible Pickup Delay SMS & Pickup Delay e-mail notification sent,delivery to dpd pickup shop not possible pickup delay sms pickup delay e mail notification sent,60,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384291+00:00,Redelivery request (service upgrade) made for Sat 02 March 2024 between 08:00 and 12:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for sat 02 march 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,60,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383487+00:00,"As requested by the sender, the delivery change for this package was completed.",as requested by the sender the delivery change for this package was completed,58,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383689+00:00,Your package entry was rejected by the clearing agency. We will process according to the sender's instructions.,your package entry was rejected by the clearing agency we will process according to the sender s instructions,58,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383469+00:00,/ The receiver has acknowledged receipt of this package.,/ the receiver has acknowledged receipt of this package,57,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738348+00:00,A non-UPS labor dispute has delayed delivery until the next business day.,a non ups labor dispute has delayed delivery until the next business day,57,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384249+00:00,Ready for collection SMS confirmed as received,ready for collection sms confirmed as received,57,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383387+00:00,1447,1447,56,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383785+00:00,"Delivered (left at 3A Moorland road), received by MATTHEW",delivered left at 3a moorland road received by matthew,56,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384304+00:00,Redelivery request (service upgrade) made for Thu 29 August 2024 between 12:00 and 18:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for thu 29 august 2024 between 12 00 and 18 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,56,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383603+00:00,THE RECEIVER REQUESTED UPS MY CHOICE AUTHORIZE SHIPMENT RELEASE,the receiver requested ups my choice authorize shipment release,55,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384691+00:00,Return label link emailed to return sender,return label link emailed to return sender,55,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738344+00:00,626,626,54,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383682+00:00,Weather conditions have delayed delivery until the next business day.,weather conditions have delayed delivery until the next business day,54,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383627+00:00,"Unfortunately, a labor strike (unrelated to UPS) has prevented delivery of your package.",unfortunately a labor strike unrelated to ups has prevented delivery of your package,52,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384215+00:00,Pending Information from Origin Depot,pending information from origin depot,52,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383393+00:00,1488,1488,51,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384499+00:00,Misrouted via GP,misrouted via gp,51,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384133+00:00,Duty and tax charges to customs clear the parcel have not been paid,duty and tax charges to customs clear the parcel have not been paid,50,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383529+00:00,Previous local labor dispute has caused delays. Recovery efforts are under way to deliver your pkg as soon as possible.,previous local labor dispute has caused delays recovery efforts are under way to deliver your pkg as soon as possible,49,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383747+00:00,Customs inspection required,customs inspection required,49,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383411+00:00,1545,1545,48,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383466+00:00,/ All merchandise was not recoverable and was discarded. UPS will notify the sender with details of the damage.,/ all merchandise was not recoverable and was discarded ups will notify the sender with details of the damage,48,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383952+00:00,"Delivered with Consignee's Authority, received by JUSTYNA WEISS",delivered with consignee s authority received by justyna weiss,48,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384465+00:00,Damaged after Driver collected from Locker,damaged after driver collected from locker,48,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384678+00:00,Dropped off at FedEx Authorized ShipCenter-RAWLEIGH FOOD MART,dropped off at fedex authorized shipcenter rawleigh food mart,48,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383927+00:00,"Delivered with Consignee's Authority, received by ESSER, DR. SIMONE",delivered with consignee s authority received by esser dr simone,47,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383651+00:00,UPS will be in your area and will deliver your package a day early.,ups will be in your area and will deliver your package a day early,46,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383993+00:00,"Delivered with Consignee's Authority, received by WOLFGANG JERN",delivered with consignee s authority received by wolfgang jern,46,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383401+00:00,1510,1510,45,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738344+00:00,629,629,45,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383967+00:00,"Delivered with Consignee's Authority, received by NIMATULLAH AZAMI",delivered with consignee s authority received by nimatullah azami,45,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383479+00:00,A late UPS trailer arrival has caused a delay. We're adjusting plans to deliver your package as quickly as possible.,a late ups trailer arrival has caused a delay we re adjusting plans to deliver your package as quickly as possible,44,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738399+00:00,"Delivered with Consignee's Authority, received by THOMAS HADERLI (C/O LLAN LIN)",delivered with consignee s authority received by thomas haderli c/o llan lin,44,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383613+00:00,The UPS SurePost package was misrouted. It is currently being transferred to the correct USPS office for final delivery.,the ups surepost package was misrouted it is currently being transferred to the correct usps office for final delivery,43,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383661+00:00,WE'LL CONTACT THE SENDER OR RECEIVER BECAUSE SENDER/IMPORTER VALIDATION IS REQUIRED BY CUSTOMS BEFORE RELEASE.,we ll contact the sender or receiver because sender/importer validation is required by customs before release,43,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383992+00:00,"Delivered with Consignee's Authority, received by WINDLER",delivered with consignee s authority received by windler,43,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384565+00:00,We have arrange for this parcel to be returned as requested by the retailer,we have arrange for this parcel to be returned as requested by the retailer,43,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383945+00:00,"Delivered with Consignee's Authority, received by HUBER, KERSTIN",delivered with consignee s authority received by huber kerstin,42,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383463+00:00,945,945,41,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383987+00:00,"Delivered with Consignee's Authority, received by TATJANA LEWINSKI",delivered with consignee s authority received by tatjana lewinski,41,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383995+00:00,"Delivered with Consignee's Authority, received by WOLTHUSEN, JANINE",delivered with consignee s authority received by wolthusen janine,41,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738465+00:00,Delivered - Left at front door. Package delivered to recipient address - release authorized,delivered left at front door package delivered to recipient address release authorized,41,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738351+00:00,Deliver to a UPS Access Point™ location.,deliver to a ups access point location,39,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738375+00:00,"Delivered, ID Checked",delivered id checked,39,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383926+00:00,"Delivered with Consignee's Authority, received by ELBADAWI, SOPHIE",delivered with consignee s authority received by elbadawi sophie,39,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383953+00:00,"Delivered with Consignee's Authority, received by KERN, WOLFGANG",delivered with consignee s authority received by kern wolfgang,39,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383529+00:00,Received by the local post office,received by the local post office,38,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383966+00:00,"Delivered with Consignee's Authority, received by MICHAEL RUMPEL",delivered with consignee s authority received by michael rumpel,37,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384335+00:00,The parcel has been requested to be returned,the parcel has been requested to be returned,37,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384583+00:00,Agreed Delivery,agreed delivery,37,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383379+00:00,1419,1419,36,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383483+00:00,A rerouted flight has delayed delivery.  We’re adjusting plans to deliver your package as quickly as possible.,a rerouted flight has delayed delivery we re adjusting plans to deliver your package as quickly as possible,36,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383886+00:00,"Delivered to Alternative Address, received by SILKE HOENSELAAR",delivered to alternative address received by silke hoenselaar,36,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383435+00:00,1624,1624,35,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383437+00:00,617,617,35,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384343+00:00,The parcel will now be delivered to an alternative address as requested,the parcel will now be delivered to an alternative address as requested,35,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384399+00:00,"Unable to Deliver, Refused by Recipient, by GILLES",unable to deliver refused by recipient by gilles,35,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383737+00:00,1 parcels delivered on collection,1 parcels delivered on collection,34,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384612+00:00,Not Home,not home,34,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383663+00:00,We missed you again. We'll make a final attempt on the next business day.,we missed you again we ll make a final attempt on the next business day,33,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383855+00:00,"Delivered to Alternative Address, by ALMIRA BATANOVIC",delivered to alternative address by almira batanovic,33,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383915+00:00,"Delivered with Consignee's Authority, received by BASKAKOV",delivered with consignee s authority received by baskakov,33,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383923+00:00,"Delivered with Consignee's Authority, received by DORIS HEINE",delivered with consignee s authority received by doris heine,33,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738413+00:00,Delivery to DPD Pickup Shop ViaTim Nederland B.V. - Hoofdaccoun requested,delivery to dpd pickup shop viatim nederland b v hoofdaccoun requested,33,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384314+00:00,Redirected to Chelmsford depot,redirected to chelmsford depot,33,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738451+00:00,Potential Security Issue,potential security issue,33,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384644+00:00,Delay - Your package is over the size/weight limit,delay your package is over the size/weight limit,33,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383462+00:00,843,843,32,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383916+00:00,"Delivered with Consignee's Authority, received by BERND MUTKE",delivered with consignee s authority received by bernd mutke,32,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384488+00:00,Exception Resolved,exception resolved,32,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383924+00:00,"Delivered with Consignee's Authority, received by DR. FLORIAN STELLMACHER",delivered with consignee s authority received by dr florian stellmacher,31,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383468+00:00,/ The information requested has been obtained and the hold has been resolved.,/ the information requested has been obtained and the hold has been resolved,30,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384299+00:00,Redelivery request (service upgrade) made for Sun 16 June 2024 between 08:00 and 12:00 Upgrade Acknowledgement SMS notification sent,redelivery request service upgrade made for sun 16 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms notification sent,30,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384681+00:00,Dropped off at FedEx OnSite-VONS,dropped off at fedex onsite vons,30,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383912+00:00,"Delivered with Consignee's Authority, received by ANNIKA HAAS",delivered with consignee s authority received by annika haas,29,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384443+00:00,I534,i534,29,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384258+00:00,Redelivery request (deliver to neighbour) made for Mon 24 April 2023 Delivery to Neighbour Acknowledgement SMS notification sent,redelivery request deliver to neighbour made for mon 24 april 2023 delivery to neighbour acknowledgement sms notification sent,28,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384569+00:00,"We have this parcel, we'll get it on its way once the parcel information has been sent to Hermes",we have this parcel we ll get it on its way once the parcel information has been sent to hermes,28,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738468+00:00,Dropped off at FedEx OnSite-DOLLAR GENERAL,dropped off at fedex onsite dollar general,28,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738338+00:00,1434,1434,27,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383602+00:00,The receiver requested UPS My Choice Authorize Shipment Release,the receiver requested ups my choice authorize shipment release,27,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383908+00:00,"Delivered with Consignee's Authority, by WAJIHA NOOR MALIK",delivered with consignee s authority by wajiha noor malik,27,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383919+00:00,"Delivered with Consignee's Authority, received by DEN BOER, MARKUS",delivered with consignee s authority received by den boer markus,27,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384152+00:00,Import charges reminder sent,import charges reminder sent,27,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.73843+00:00,Redelivery request (service upgrade) made for Thu 06 June 2024 between 08:00 and 12:00 Upgrade Acknowledgement SMS & Upgrade Acknowledgement e-mail notification sent,redelivery request service upgrade made for thu 06 june 2024 between 08 00 and 12 00 upgrade acknowledgement sms upgrade acknowledgement e mail notification sent,27,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383746+00:00,Contents Checked during Hub Sort,contents checked during hub sort,26,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383854+00:00,Delivered to Alternative Address,delivered to alternative address,26,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384048+00:00,Delivery to DPD Pickup Shop BUDNI - Friedrichshain requested,delivery to dpd pickup shop budni friedrichshain requested,26,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384109+00:00,Delivery to DPD Pickup Shop Romulco Tweewielers requested,delivery to dpd pickup shop romulco tweewielers requested,26,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384127+00:00,Delivery to DPD Pickup Shop ViaTim & A&B requested,delivery to dpd pickup shop viatim a b requested,26,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384284+00:00,Redelivery request (new address) made for Thu 11 May 2023 Alternative Address Acknowledgement SMS & Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for thu 11 may 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,26,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384619+00:00,Shipment Acknowledged,shipment acknowledged,26,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383574+00:00,The freight shipment is delayed.,the freight shipment is delayed,25,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383655+00:00,UPS will deliver your UPS Surepost package instead of the Post Office.,ups will deliver your ups surepost package instead of the post office,25,Not Matched
fede808b-fbf4-449c-8816-41aae5aa62ec,FEDEX UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384677+00:00,Dropped off at FedEx Authorized ShipCenter-NOBLETON EXPRES MART,dropped off at fedex authorized shipcenter nobleton expres mart,25,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384052+00:00,Delivery to DPD Pickup Shop diska Oschatz requested,delivery to dpd pickup shop diska oschatz requested,24,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384126+00:00,Delivery to DPD Pickup Shop Vatantel requested,delivery to dpd pickup shop vatantel requested,24,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384418+00:00,Your redelivery request has been received,your redelivery request has been received,24,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384487+00:00,Driver not del - No Preadvice,driver not del no preadvice,24,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384611+00:00,Not Delivered,not delivered,24,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384041+00:00,Delivery to DPD Pickup Shop B & K Food & Wine requested Not@Home SMS & Not@Home e-mail notification sent,delivery to dpd pickup shop b k food wine requested not home sms not home e mail notification sent,23,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384376+00:00,"Unable to Deliver, Door Access Code Required",unable to deliver door access code required,23,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383475+00:00,A DELAY HAS OCCURRED DUE TO LATE PROCESSING BY UPS BROKERAGE. WE ARE ADJUSTING DELIVERY PLANS AS QUICKLY AS POSSIBLE.,a delay has occurred due to late processing by ups brokerage we are adjusting delivery plans as quickly as possible,22,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383934+00:00,"Delivered with Consignee's Authority, received by GOHLKE THOMAS",delivered with consignee s authority received by gohlke thomas,22,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384142+00:00,Held In Trailer (From Hub Trailer 1953),held in trailer from hub trailer 1953,22,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384537+00:00,Sort at Internal Chute,sort at internal chute,22,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738346+00:00,786,786,21,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738362+00:00,Unable to contact customer at primary number.,unable to contact customer at primary number,21,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383696+00:00,Your package has been removed from a climate controlled environment.,your package has been removed from a climate controlled environment,21,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384087+00:00,Delivery to DPD Pickup Shop Nur Design requested,delivery to dpd pickup shop nur design requested,21,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383616+00:00,This delivery was made after the UPS service commitment time of 10:30 a.m.,this delivery was made after the ups service commitment time of 10 30 a m,20,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738366+00:00,We have upgraded the package as requested by the receiver.,we have upgraded the package as requested by the receiver,20,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.73839+00:00,"Delivered with Consignee's Authority, by EVM 68",delivered with consignee s authority by evm 68,20,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384148+00:00,"Image requested for carrier, request made",image requested for carrier request made,20,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384207+00:00,Off-loaded,off loaded,20,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383517+00:00,Hazardous materials labeling is missing and is required for clearance. We are working to obtain this information.,hazardous materials labeling is missing and is required for clearance we are working to obtain this information,19,Not Matched
